id,pokemon_id,generation_id,primary_type_id,secondary_type_id,meta
1489,208,5,17,9,"steelix -- generation 5 -- steel,ground"
1490,209,5,1,,snubbull -- generation 5 -- normal
1491,210,5,1,,granbull -- generation 5 -- normal
1492,211,5,3,8,"qwilfish -- generation 5 -- water,poison"
1493,212,5,12,17,"scizor -- generation 5 -- bug,steel"
1494,213,5,12,13,"shuckle -- generation 5 -- bug,rock"
1495,214,5,12,7,"heracross -- generation 5 -- bug,fighting"
1496,215,5,16,6,"sneasel -- generation 5 -- dark,ice"
1497,216,5,1,,teddiursa -- generation 5 -- normal
1498,217,5,1,,ursaring -- generation 5 -- normal
1499,218,5,2,,slugma -- generation 5 -- fire
1500,219,5,2,13,"magcargo -- generation 5 -- fire,rock"
1501,220,5,6,9,"swinub -- generation 5 -- ice,ground"
1502,221,5,6,9,"piloswine -- generation 5 -- ice,ground"
1503,222,5,3,13,"corsola -- generation 5 -- water,rock"
1504,223,5,3,,remoraid -- generation 5 -- water
1505,224,5,3,,octillery -- generation 5 -- water
1506,225,5,6,10,"delibird -- generation 5 -- ice,flying"
1507,226,5,3,10,"mantine -- generation 5 -- water,flying"
1508,227,5,17,10,"skarmory -- generation 5 -- steel,flying"
1509,228,5,16,2,"houndour -- generation 5 -- dark,fire"
1510,229,5,16,2,"houndoom -- generation 5 -- dark,fire"
1511,230,5,3,15,"kingdra -- generation 5 -- water,dragon"
1512,231,5,9,,phanpy -- generation 5 -- ground
1513,232,5,9,,donphan -- generation 5 -- ground
1514,233,5,1,,porygon2 -- generation 5 -- normal
1515,234,5,1,,stantler -- generation 5 -- normal
1516,235,5,1,,smeargle -- generation 5 -- normal
1517,236,5,7,,tyrogue -- generation 5 -- fighting
1518,237,5,7,,hitmontop -- generation 5 -- fighting
1519,238,5,6,11,"smoochum -- generation 5 -- ice,psychic"
1520,239,5,4,,elekid -- generation 5 -- electric
1521,240,5,2,,magby -- generation 5 -- fire
1522,241,5,1,,miltank -- generation 5 -- normal
1523,242,5,1,,blissey -- generation 5 -- normal
1524,243,5,4,,raikou -- generation 5 -- electric
1525,244,5,2,,entei -- generation 5 -- fire
1526,245,5,3,,suicune -- generation 5 -- water
1527,246,5,13,9,"larvitar -- generation 5 -- rock,ground"
1528,247,5,13,9,"pupitar -- generation 5 -- rock,ground"
1529,248,5,13,16,"tyranitar -- generation 5 -- rock,dark"
1530,249,5,11,10,"lugia -- generation 5 -- psychic,flying"
1531,250,5,2,10,"hooh -- generation 5 -- fire,flying"
1532,251,5,11,5,"celebi -- generation 5 -- psychic,grass"
1533,252,5,5,,treecko -- generation 5 -- grass
1534,253,5,5,,grovyle -- generation 5 -- grass
1535,254,5,5,,sceptile -- generation 5 -- grass
1536,255,5,2,,torchic -- generation 5 -- fire
1537,256,5,2,7,"combusken -- generation 5 -- fire,fighting"
1538,257,5,2,7,"blaziken -- generation 5 -- fire,fighting"
1539,258,5,3,,mudkip -- generation 5 -- water
1540,259,5,3,9,"marshtomp -- generation 5 -- water,ground"
1541,260,5,3,9,"swampert -- generation 5 -- water,ground"
1542,261,5,16,,poochyena -- generation 5 -- dark
1543,262,5,16,,mightyena -- generation 5 -- dark
1544,263,5,1,,zigzagoon -- generation 5 -- normal
1545,264,5,1,,linoone -- generation 5 -- normal
1546,265,5,12,,wurmple -- generation 5 -- bug
1547,266,5,12,,silcoon -- generation 5 -- bug
1548,267,5,12,10,"beautifly -- generation 5 -- bug,flying"
1549,268,5,12,,cascoon -- generation 5 -- bug
1550,269,5,12,8,"dustox -- generation 5 -- bug,poison"
1551,270,5,3,5,"lotad -- generation 5 -- water,grass"
1552,271,5,3,5,"lombre -- generation 5 -- water,grass"
1553,272,5,3,5,"ludicolo -- generation 5 -- water,grass"
1554,273,5,5,,seedot -- generation 5 -- grass
1555,274,5,5,16,"nuzleaf -- generation 5 -- grass,dark"
1556,275,5,5,16,"shiftry -- generation 5 -- grass,dark"
1557,276,5,1,10,"taillow -- generation 5 -- normal,flying"
1558,277,5,1,10,"swellow -- generation 5 -- normal,flying"
1559,278,5,3,10,"wingull -- generation 5 -- water,flying"
1560,279,5,3,10,"pelipper -- generation 5 -- water,flying"
1561,280,5,11,,ralts -- generation 5 -- psychic
1562,281,5,11,,kirlia -- generation 5 -- psychic
1563,282,5,11,,gardevoir -- generation 5 -- psychic
1564,283,5,12,3,"surskit -- generation 5 -- bug,water"
1565,284,5,12,10,"masquerain -- generation 5 -- bug,flying"
1566,285,5,5,,shroomish -- generation 5 -- grass
1567,286,5,5,7,"breloom -- generation 5 -- grass,fighting"
1568,287,5,1,,slakoth -- generation 5 -- normal
1569,288,5,1,,vigoroth -- generation 5 -- normal
1570,289,5,1,,slaking -- generation 5 -- normal
1571,290,5,12,9,"nincada -- generation 5 -- bug,ground"
1572,291,5,12,10,"ninjask -- generation 5 -- bug,flying"
1573,292,5,12,14,"shedinja -- generation 5 -- bug,ghost"
1574,293,5,1,,whismur -- generation 5 -- normal
1575,294,5,1,,loudred -- generation 5 -- normal
1576,295,5,1,,exploud -- generation 5 -- normal
1577,296,5,7,,makuhita -- generation 5 -- fighting
1578,297,5,7,,hariyama -- generation 5 -- fighting
1579,298,5,1,,azurill -- generation 5 -- normal
1580,299,5,13,,nosepass -- generation 5 -- rock
1581,300,5,1,,skitty -- generation 5 -- normal
1582,301,5,1,,delcatty -- generation 5 -- normal
1583,302,5,16,14,"sableye -- generation 5 -- dark,ghost"
1584,303,5,17,,mawile -- generation 5 -- steel
1585,304,5,17,13,"aron -- generation 5 -- steel,rock"
1586,305,5,17,13,"lairon -- generation 5 -- steel,rock"
1587,306,5,17,13,"aggron -- generation 5 -- steel,rock"
1588,307,5,7,11,"meditite -- generation 5 -- fighting,psychic"
1589,308,5,7,11,"medicham -- generation 5 -- fighting,psychic"
1590,309,5,4,,electrike -- generation 5 -- electric
1591,310,5,4,,manectric -- generation 5 -- electric
1592,311,5,4,,plusle -- generation 5 -- electric
1593,312,5,4,,minun -- generation 5 -- electric
1594,313,5,12,,volbeat -- generation 5 -- bug
1595,314,5,12,,illumise -- generation 5 -- bug
1596,315,5,5,8,"roselia -- generation 5 -- grass,poison"
1597,316,5,8,,gulpin -- generation 5 -- poison
1598,317,5,8,,swalot -- generation 5 -- poison
1599,318,5,3,16,"carvanha -- generation 5 -- water,dark"
1600,319,5,3,16,"sharpedo -- generation 5 -- water,dark"
1601,320,5,3,,wailmer -- generation 5 -- water
1602,321,5,3,,wailord -- generation 5 -- water
1603,322,5,2,9,"numel -- generation 5 -- fire,ground"
1604,323,5,2,9,"camerupt -- generation 5 -- fire,ground"
1605,324,5,2,,torkoal -- generation 5 -- fire
1606,325,5,11,,spoink -- generation 5 -- psychic
1607,326,5,11,,grumpig -- generation 5 -- psychic
1608,327,5,1,,spinda -- generation 5 -- normal
1609,328,5,9,,trapinch -- generation 5 -- ground
1610,329,5,9,15,"vibrava -- generation 5 -- ground,dragon"
1611,330,5,9,15,"flygon -- generation 5 -- ground,dragon"
1612,331,5,5,,cacnea -- generation 5 -- grass
1613,332,5,5,16,"cacturne -- generation 5 -- grass,dark"
1614,333,5,1,10,"swablu -- generation 5 -- normal,flying"
1615,334,5,15,10,"altaria -- generation 5 -- dragon,flying"
1616,335,5,1,,zangoose -- generation 5 -- normal
1617,336,5,8,,seviper -- generation 5 -- poison
1618,337,5,13,11,"lunatone -- generation 5 -- rock,psychic"
1619,338,5,13,11,"solrock -- generation 5 -- rock,psychic"
1620,339,5,3,9,"barboach -- generation 5 -- water,ground"
1621,340,5,3,9,"whiscash -- generation 5 -- water,ground"
1622,341,5,3,,corphish -- generation 5 -- water
1623,342,5,3,16,"crawdaunt -- generation 5 -- water,dark"
1624,343,5,9,11,"baltoy -- generation 5 -- ground,psychic"
1625,344,5,9,11,"claydol -- generation 5 -- ground,psychic"
1626,345,5,13,5,"lileep -- generation 5 -- rock,grass"
1627,346,5,13,5,"cradily -- generation 5 -- rock,grass"
1628,347,5,13,12,"anorith -- generation 5 -- rock,bug"
1629,348,5,13,12,"armaldo -- generation 5 -- rock,bug"
1630,349,5,3,,feebas -- generation 5 -- water
1631,350,5,3,,milotic -- generation 5 -- water
1632,351,5,1,,castform -- generation 5 -- normal
1633,352,5,1,,kecleon -- generation 5 -- normal
1634,353,5,14,,shuppet -- generation 5 -- ghost
1635,354,5,14,,banette -- generation 5 -- ghost
1636,355,5,14,,duskull -- generation 5 -- ghost
1637,356,5,14,,dusclops -- generation 5 -- ghost
1638,357,5,5,10,"tropius -- generation 5 -- grass,flying"
1639,358,5,11,,chimecho -- generation 5 -- psychic
1640,359,5,16,,absol -- generation 5 -- dark
1641,360,5,11,,wynaut -- generation 5 -- psychic
1642,361,5,6,,snorunt -- generation 5 -- ice
1643,362,5,6,,glalie -- generation 5 -- ice
1644,363,5,6,3,"spheal -- generation 5 -- ice,water"
1645,364,5,6,3,"sealeo -- generation 5 -- ice,water"
1646,365,5,6,3,"walrein -- generation 5 -- ice,water"
1647,366,5,3,,clamperl -- generation 5 -- water
1648,367,5,3,,huntail -- generation 5 -- water
1649,368,5,3,,gorebyss -- generation 5 -- water
1650,369,5,3,13,"relicanth -- generation 5 -- water,rock"
1651,370,5,3,,luvdisc -- generation 5 -- water
1652,371,5,15,,bagon -- generation 5 -- dragon
1653,372,5,15,,shelgon -- generation 5 -- dragon
1654,373,5,15,10,"salamence -- generation 5 -- dragon,flying"
1655,374,5,17,11,"beldum -- generation 5 -- steel,psychic"
1656,375,5,17,11,"metang -- generation 5 -- steel,psychic"
1657,376,5,17,11,"metagross -- generation 5 -- steel,psychic"
1658,377,5,13,,regirock -- generation 5 -- rock
1659,378,5,6,,regice -- generation 5 -- ice
1660,379,5,17,,registeel -- generation 5 -- steel
1661,380,5,15,11,"latias -- generation 5 -- dragon,psychic"
1662,381,5,15,11,"latios -- generation 5 -- dragon,psychic"
1663,382,5,3,,kyogre -- generation 5 -- water
1664,383,5,9,,groudon -- generation 5 -- ground
1665,384,5,15,10,"rayquaza -- generation 5 -- dragon,flying"
1666,385,5,17,11,"jirachi -- generation 5 -- steel,psychic"
1667,386,5,11,,deoxys -- generation 5 -- psychic
1668,387,5,5,,turtwig -- generation 5 -- grass
1669,388,5,5,,grotle -- generation 5 -- grass
1670,389,5,5,9,"torterra -- generation 5 -- grass,ground"
1671,390,5,2,,chimchar -- generation 5 -- fire
1672,391,5,2,7,"monferno -- generation 5 -- fire,fighting"
1673,392,5,2,7,"infernape -- generation 5 -- fire,fighting"
1674,393,5,3,,piplup -- generation 5 -- water
1675,394,5,3,,prinplup -- generation 5 -- water
1676,395,5,3,17,"empoleon -- generation 5 -- water,steel"
1677,396,5,1,10,"starly -- generation 5 -- normal,flying"
1678,397,5,1,10,"staravia -- generation 5 -- normal,flying"
1679,398,5,1,10,"staraptor -- generation 5 -- normal,flying"
1680,399,5,1,,bidoof -- generation 5 -- normal
1681,400,5,1,3,"bibarel -- generation 5 -- normal,water"
1682,401,5,12,,kricketot -- generation 5 -- bug
1683,402,5,12,,kricketune -- generation 5 -- bug
1684,403,5,4,,shinx -- generation 5 -- electric
1685,404,5,4,,luxio -- generation 5 -- electric
1686,405,5,4,,luxray -- generation 5 -- electric
1687,406,5,5,8,"budew -- generation 5 -- grass,poison"
1688,407,5,5,8,"roserade -- generation 5 -- grass,poison"
1689,408,5,13,,cranidos -- generation 5 -- rock
1690,409,5,13,,rampardos -- generation 5 -- rock
1691,410,5,13,17,"shieldon -- generation 5 -- rock,steel"
1692,411,5,13,17,"bastiodon -- generation 5 -- rock,steel"
1693,412,5,12,,burmy -- generation 5 -- bug
1694,413,5,12,5,"wormadam -- generation 5 -- bug,grass"
1695,414,5,12,10,"mothim -- generation 5 -- bug,flying"
1696,415,5,12,10,"combee -- generation 5 -- bug,flying"
1697,416,5,12,10,"vespiquen -- generation 5 -- bug,flying"
1698,417,5,4,,pachirisu -- generation 5 -- electric
1699,418,5,3,,buizel -- generation 5 -- water
1700,419,5,3,,floatzel -- generation 5 -- water
1701,420,5,5,,cherubi -- generation 5 -- grass
1702,421,5,5,,cherrim -- generation 5 -- grass
1703,422,5,3,,shellos -- generation 5 -- water
1704,423,5,3,9,"gastrodon -- generation 5 -- water,ground"
1705,424,5,1,,ambipom -- generation 5 -- normal
1706,425,5,14,10,"drifloon -- generation 5 -- ghost,flying"
1707,426,5,14,10,"drifblim -- generation 5 -- ghost,flying"
1708,427,5,1,,buneary -- generation 5 -- normal
1709,428,5,1,,lopunny -- generation 5 -- normal
1710,429,5,14,,mismagius -- generation 5 -- ghost
1711,430,5,16,10,"honchkrow -- generation 5 -- dark,flying"
1712,431,5,1,,glameow -- generation 5 -- normal
1713,432,5,1,,purugly -- generation 5 -- normal
1714,433,5,11,,chingling -- generation 5 -- psychic
1715,434,5,8,16,"stunky -- generation 5 -- poison,dark"
1716,435,5,8,16,"skuntank -- generation 5 -- poison,dark"
1717,436,5,17,11,"bronzor -- generation 5 -- steel,psychic"
1718,437,5,17,11,"bronzong -- generation 5 -- steel,psychic"
1719,438,5,13,,bonsly -- generation 5 -- rock
1720,439,5,11,,mimejr -- generation 5 -- psychic
1721,440,5,1,,happiny -- generation 5 -- normal
1722,441,5,1,10,"chatot -- generation 5 -- normal,flying"
1723,442,5,14,16,"spiritomb -- generation 5 -- ghost,dark"
1724,443,5,15,9,"gible -- generation 5 -- dragon,ground"
1725,444,5,15,9,"gabite -- generation 5 -- dragon,ground"
1726,445,5,15,9,"garchomp -- generation 5 -- dragon,ground"
1727,446,5,1,,munchlax -- generation 5 -- normal
1728,447,5,7,,riolu -- generation 5 -- fighting
1729,448,5,7,17,"lucario -- generation 5 -- fighting,steel"
1730,449,5,9,,hippopotas -- generation 5 -- ground
1731,450,5,9,,hippowdon -- generation 5 -- ground
1732,451,5,8,12,"skorupi -- generation 5 -- poison,bug"
1733,452,5,8,16,"drapion -- generation 5 -- poison,dark"
1734,453,5,8,7,"croagunk -- generation 5 -- poison,fighting"
1735,454,5,8,7,"toxicroak -- generation 5 -- poison,fighting"
1736,455,5,5,,carnivine -- generation 5 -- grass
1737,456,5,3,,finneon -- generation 5 -- water
1738,457,5,3,,lumineon -- generation 5 -- water
1739,458,5,3,10,"mantyke -- generation 5 -- water,flying"
1740,459,5,5,6,"snover -- generation 5 -- grass,ice"
1741,460,5,5,6,"abomasnow -- generation 5 -- grass,ice"
1742,461,5,16,6,"weavile -- generation 5 -- dark,ice"
1743,462,5,4,17,"magnezone -- generation 5 -- electric,steel"
1744,463,5,1,,lickilicky -- generation 5 -- normal
1745,464,5,9,13,"rhyperior -- generation 5 -- ground,rock"
1746,465,5,5,,tangrowth -- generation 5 -- grass
1747,466,5,4,,electivire -- generation 5 -- electric
1748,467,5,2,,magmortar -- generation 5 -- fire
1749,468,5,1,10,"togekiss -- generation 5 -- normal,flying"
1750,469,5,12,10,"yanmega -- generation 5 -- bug,flying"
1751,470,5,5,,leafeon -- generation 5 -- grass
1752,471,5,6,,glaceon -- generation 5 -- ice
1753,472,5,9,10,"gliscor -- generation 5 -- ground,flying"
1754,473,5,6,9,"mamoswine -- generation 5 -- ice,ground"
1755,474,5,1,,porygonz -- generation 5 -- normal
1756,475,5,11,7,"gallade -- generation 5 -- psychic,fighting"
1757,476,5,13,17,"probopass -- generation 5 -- rock,steel"
1758,477,5,14,,dusknoir -- generation 5 -- ghost
1759,478,5,6,14,"froslass -- generation 5 -- ice,ghost"
1760,479,5,4,14,"rotom -- generation 5 -- electric,ghost"
1761,480,5,11,,uxie -- generation 5 -- psychic
1762,481,5,11,,mesprit -- generation 5 -- psychic
1763,482,5,11,,azelf -- generation 5 -- psychic
1764,483,5,17,15,"dialga -- generation 5 -- steel,dragon"
1765,484,5,3,15,"palkia -- generation 5 -- water,dragon"
1766,485,5,2,17,"heatran -- generation 5 -- fire,steel"
1767,486,5,1,,regigigas -- generation 5 -- normal
1768,487,5,14,15,"giratina -- generation 5 -- ghost,dragon"
1769,488,5,11,,cresselia -- generation 5 -- psychic
1770,489,5,3,,phione -- generation 5 -- water
1771,490,5,3,,manaphy -- generation 5 -- water
1772,491,5,16,,darkrai -- generation 5 -- dark
1773,492,5,5,,shaymin -- generation 5 -- grass
1774,493,5,1,,arceus -- generation 5 -- normal
1775,494,5,11,2,"victini -- generation 5 -- psychic,fire"
1776,495,5,5,,snivy -- generation 5 -- grass
1777,496,5,5,,servine -- generation 5 -- grass
1778,497,5,5,,serperior -- generation 5 -- grass
1779,498,5,2,,tepig -- generation 5 -- fire
1780,499,5,2,7,"pignite -- generation 5 -- fire,fighting"
1781,500,5,2,7,"emboar -- generation 5 -- fire,fighting"
1782,501,5,3,,oshawott -- generation 5 -- water
1783,502,5,3,,dewott -- generation 5 -- water
1784,503,5,3,,samurott -- generation 5 -- water
1785,504,5,1,,patrat -- generation 5 -- normal
1786,505,5,1,,watchog -- generation 5 -- normal
1787,506,5,1,,lillipup -- generation 5 -- normal
1788,507,5,1,,herdier -- generation 5 -- normal
1789,508,5,1,,stoutland -- generation 5 -- normal
1790,509,5,16,,purrloin -- generation 5 -- dark
1791,510,5,16,,liepard -- generation 5 -- dark
1792,511,5,5,,pansage -- generation 5 -- grass
1793,512,5,5,,simisage -- generation 5 -- grass
1794,513,5,2,,pansear -- generation 5 -- fire
1795,514,5,2,,simisear -- generation 5 -- fire
1796,515,5,3,,panpour -- generation 5 -- water
1797,516,5,3,,simipour -- generation 5 -- water
1798,517,5,11,,munna -- generation 5 -- psychic
1799,518,5,11,,musharna -- generation 5 -- psychic
1800,519,5,1,10,"pidove -- generation 5 -- normal,flying"
1801,520,5,1,10,"tranquill -- generation 5 -- normal,flying"
1802,521,5,1,10,"unfezant -- generation 5 -- normal,flying"
1803,522,5,4,,blitzle -- generation 5 -- electric
1804,523,5,4,,zebstrika -- generation 5 -- electric
1805,524,5,13,,roggenrola -- generation 5 -- rock
1806,525,5,13,,boldore -- generation 5 -- rock
1807,526,5,13,,gigalith -- generation 5 -- rock
1808,527,5,11,10,"woobat -- generation 5 -- psychic,flying"
1809,528,5,11,10,"swoobat -- generation 5 -- psychic,flying"
1810,529,5,9,,drilbur -- generation 5 -- ground
1811,530,5,9,17,"excadrill -- generation 5 -- ground,steel"
1812,531,5,1,,audino -- generation 5 -- normal
1813,532,5,7,,timburr -- generation 5 -- fighting
1814,533,5,7,,gurdurr -- generation 5 -- fighting
1815,534,5,7,,conkeldurr -- generation 5 -- fighting
1816,535,5,3,,tympole -- generation 5 -- water
1817,536,5,3,9,"palpitoad -- generation 5 -- water,ground"
1818,537,5,3,9,"seismitoad -- generation 5 -- water,ground"
1819,538,5,7,,throh -- generation 5 -- fighting
1820,539,5,7,,sawk -- generation 5 -- fighting
1821,540,5,12,5,"sewaddle -- generation 5 -- bug,grass"
1822,541,5,12,5,"swadloon -- generation 5 -- bug,grass"
1823,542,5,12,5,"leavanny -- generation 5 -- bug,grass"
1824,543,5,12,8,"venipede -- generation 5 -- bug,poison"
1825,544,5,12,8,"whirlipede -- generation 5 -- bug,poison"
1826,545,5,12,8,"scolipede -- generation 5 -- bug,poison"
1827,546,5,5,,cottonee -- generation 5 -- grass
1828,547,5,5,,whimsicott -- generation 5 -- grass
1829,548,5,5,,petilil -- generation 5 -- grass
1830,549,5,5,,lilligant -- generation 5 -- grass
1831,550,5,3,,basculin -- generation 5 -- water
1832,551,5,9,16,"sandile -- generation 5 -- ground,dark"
1833,552,5,9,16,"krokorok -- generation 5 -- ground,dark"
1834,553,5,9,16,"krookodile -- generation 5 -- ground,dark"
1835,554,5,2,,darumaka -- generation 5 -- fire
1836,555,5,2,,darmanitan -- generation 5 -- fire
1837,556,5,5,,maractus -- generation 5 -- grass
1838,557,5,12,13,"dwebble -- generation 5 -- bug,rock"
1839,558,5,12,13,"crustle -- generation 5 -- bug,rock"
1840,559,5,16,7,"scraggy -- generation 5 -- dark,fighting"
1841,560,5,16,7,"scrafty -- generation 5 -- dark,fighting"
1842,561,5,11,10,"sigilyph -- generation 5 -- psychic,flying"
1843,562,5,14,,yamask -- generation 5 -- ghost
1844,563,5,14,,cofagrigus -- generation 5 -- ghost
1845,564,5,3,13,"tirtouga -- generation 5 -- water,rock"
1846,565,5,3,13,"carracosta -- generation 5 -- water,rock"
1847,566,5,13,10,"archen -- generation 5 -- rock,flying"
1848,567,5,13,10,"archeops -- generation 5 -- rock,flying"
1849,568,5,8,,trubbish -- generation 5 -- poison
1850,569,5,8,,garbodor -- generation 5 -- poison
1851,570,5,16,,zorua -- generation 5 -- dark
1852,571,5,16,,zoroark -- generation 5 -- dark
1853,572,5,1,,minccino -- generation 5 -- normal
1854,573,5,1,,cinccino -- generation 5 -- normal
1855,574,5,11,,gothita -- generation 5 -- psychic
1856,575,5,11,,gothorita -- generation 5 -- psychic
1857,576,5,11,,gothitelle -- generation 5 -- psychic
1858,577,5,11,,solosis -- generation 5 -- psychic
1859,578,5,11,,duosion -- generation 5 -- psychic
1860,579,5,11,,reuniclus -- generation 5 -- psychic
1861,580,5,3,10,"ducklett -- generation 5 -- water,flying"
1862,581,5,3,10,"swanna -- generation 5 -- water,flying"
1863,582,5,6,,vanillite -- generation 5 -- ice
1864,583,5,6,,vanillish -- generation 5 -- ice
1865,584,5,6,,vanilluxe -- generation 5 -- ice
1866,585,5,1,5,"deerling -- generation 5 -- normal,grass"
1867,586,5,1,5,"sawsbuck -- generation 5 -- normal,grass"
1868,587,5,4,10,"emolga -- generation 5 -- electric,flying"
1869,588,5,12,,karrablast -- generation 5 -- bug
1870,589,5,12,17,"escavalier -- generation 5 -- bug,steel"
1871,590,5,5,8,"foongus -- generation 5 -- grass,poison"
1872,591,5,5,8,"amoonguss -- generation 5 -- grass,poison"
1873,592,5,3,14,"frillish -- generation 5 -- water,ghost"
1874,593,5,3,14,"jellicent -- generation 5 -- water,ghost"
1875,594,5,3,,alomomola -- generation 5 -- water
1876,595,5,12,4,"joltik -- generation 5 -- bug,electric"
1877,596,5,12,4,"galvantula -- generation 5 -- bug,electric"
1878,597,5,5,17,"ferroseed -- generation 5 -- grass,steel"
1879,598,5,5,17,"ferrothorn -- generation 5 -- grass,steel"
1880,599,5,17,,klink -- generation 5 -- steel
1881,600,5,17,,klang -- generation 5 -- steel
1882,601,5,17,,klinklang -- generation 5 -- steel
1883,602,5,4,,tynamo -- generation 5 -- electric
1884,603,5,4,,eelektrik -- generation 5 -- electric
1885,604,5,4,,eelektross -- generation 5 -- electric
1886,605,5,11,,elgyem -- generation 5 -- psychic
1887,606,5,11,,beheeyem -- generation 5 -- psychic
1888,607,5,14,2,"litwick -- generation 5 -- ghost,fire"
1889,608,5,14,2,"lampent -- generation 5 -- ghost,fire"
1890,609,5,14,2,"chandelure -- generation 5 -- ghost,fire"
1891,610,5,15,,axew -- generation 5 -- dragon
1892,611,5,15,,fraxure -- generation 5 -- dragon
1893,612,5,15,,haxorus -- generation 5 -- dragon
1894,613,5,6,,cubchoo -- generation 5 -- ice
1895,614,5,6,,beartic -- generation 5 -- ice
1896,615,5,6,,cryogonal -- generation 5 -- ice
1897,616,5,12,,shelmet -- generation 5 -- bug
1898,617,5,12,,accelgor -- generation 5 -- bug
1899,618,5,9,4,"stunfisk -- generation 5 -- ground,electric"
1900,619,5,7,,mienfoo -- generation 5 -- fighting
1901,620,5,7,,mienshao -- generation 5 -- fighting
1902,621,5,15,,druddigon -- generation 5 -- dragon
1903,622,5,9,14,"golett -- generation 5 -- ground,ghost"
1904,623,5,9,14,"golurk -- generation 5 -- ground,ghost"
1905,624,5,16,17,"pawniard -- generation 5 -- dark,steel"
1906,625,5,16,17,"bisharp -- generation 5 -- dark,steel"
1907,626,5,1,,bouffalant -- generation 5 -- normal
1908,627,5,1,10,"rufflet -- generation 5 -- normal,flying"
1909,628,5,1,10,"braviary -- generation 5 -- normal,flying"
1910,629,5,16,10,"vullaby -- generation 5 -- dark,flying"
1911,630,5,16,10,"mandibuzz -- generation 5 -- dark,flying"
1912,631,5,2,,heatmor -- generation 5 -- fire
1913,632,5,12,17,"durant -- generation 5 -- bug,steel"
1914,633,5,16,15,"deino -- generation 5 -- dark,dragon"
1915,634,5,16,15,"zweilous -- generation 5 -- dark,dragon"
1916,635,5,16,15,"hydreigon -- generation 5 -- dark,dragon"
1917,636,5,12,2,"larvesta -- generation 5 -- bug,fire"
1918,637,5,12,2,"volcarona -- generation 5 -- bug,fire"
1919,638,5,17,7,"cobalion -- generation 5 -- steel,fighting"
1920,639,5,13,7,"terrakion -- generation 5 -- rock,fighting"
1921,640,5,5,7,"virizion -- generation 5 -- grass,fighting"
1922,641,5,10,,tornadus -- generation 5 -- flying
1923,642,5,4,10,"thundurus -- generation 5 -- electric,flying"
1924,643,5,15,2,"reshiram -- generation 5 -- dragon,fire"
1925,644,5,15,4,"zekrom -- generation 5 -- dragon,electric"
1926,645,5,9,10,"landorus -- generation 5 -- ground,flying"
1927,646,5,15,6,"kyurem -- generation 5 -- dragon,ice"
1928,647,5,3,7,"keldeo -- generation 5 -- water,fighting"
1929,648,5,1,11,"meloetta -- generation 5 -- normal,psychic"
1930,649,5,12,17,"genesect -- generation 5 -- bug,steel"
1931,1,6,5,8,"bulbasaur -- generation 6 -- grass,poison"
1932,2,6,5,8,"ivysaur -- generation 6 -- grass,poison"
1933,3,6,5,8,"venusaur -- generation 6 -- grass,poison"
1934,4,6,2,,charmander -- generation 6 -- fire
1935,5,6,2,,charmeleon -- generation 6 -- fire
1936,6,6,2,10,"charizard -- generation 6 -- fire,flying"
1937,7,6,3,,squirtle -- generation 6 -- water
1938,8,6,3,,wartortle -- generation 6 -- water
1939,9,6,3,,blastoise -- generation 6 -- water
1940,10,6,12,,caterpie -- generation 6 -- bug
1941,11,6,12,,metapod -- generation 6 -- bug
1942,12,6,12,10,"butterfree -- generation 6 -- bug,flying"
1943,13,6,12,8,"weedle -- generation 6 -- bug,poison"
1944,14,6,12,8,"kakuna -- generation 6 -- bug,poison"
1945,15,6,12,8,"beedrill -- generation 6 -- bug,poison"
1946,16,6,1,10,"pidgey -- generation 6 -- normal,flying"
1947,17,6,1,10,"pidgeotto -- generation 6 -- normal,flying"
1948,18,6,1,10,"pidgeot -- generation 6 -- normal,flying"
1949,19,6,1,,rattata -- generation 6 -- normal
1950,20,6,1,,raticate -- generation 6 -- normal
1951,21,6,1,10,"spearow -- generation 6 -- normal,flying"
1952,22,6,1,10,"fearow -- generation 6 -- normal,flying"
1953,23,6,8,,ekans -- generation 6 -- poison
1954,24,6,8,,arbok -- generation 6 -- poison
1955,25,6,4,,pikachu -- generation 6 -- electric
1956,26,6,4,,raichu -- generation 6 -- electric
1957,27,6,9,,sandshrew -- generation 6 -- ground
1958,28,6,9,,sandslash -- generation 6 -- ground
1959,29,6,8,,nidoranf -- generation 6 -- poison
1960,30,6,8,,nidorina -- generation 6 -- poison
1961,31,6,8,9,"nidoqueen -- generation 6 -- poison,ground"
1962,32,6,8,,nidoranm -- generation 6 -- poison
1963,33,6,8,,nidorino -- generation 6 -- poison
1964,34,6,8,9,"nidoking -- generation 6 -- poison,ground"
1965,35,6,18,,clefairy -- generation 6 -- fairy
1966,36,6,18,,clefable -- generation 6 -- fairy
1967,37,6,2,,vulpix -- generation 6 -- fire
1968,38,6,2,,ninetales -- generation 6 -- fire
1969,39,6,1,18,"jigglypuff -- generation 6 -- normal,fairy"
1970,40,6,1,18,"wigglytuff -- generation 6 -- normal,fairy"
1971,41,6,8,10,"zubat -- generation 6 -- poison,flying"
1972,42,6,8,10,"golbat -- generation 6 -- poison,flying"
1973,43,6,5,8,"oddish -- generation 6 -- grass,poison"
1974,44,6,5,8,"gloom -- generation 6 -- grass,poison"
1975,45,6,5,8,"vileplume -- generation 6 -- grass,poison"
