id,pokemon_id,generation_id,hp,attack,defense,special_attack,special_defense,speed,meta
972,184,4,100,50,80,50,80,50,azumarill -- generation 4
973,185,4,70,100,115,30,65,30,sudowoodo -- generation 4
974,186,4,90,75,75,90,100,70,politoed -- generation 4
975,187,4,35,35,40,35,55,50,hoppip -- generation 4
976,188,4,55,45,50,45,65,80,skiploom -- generation 4
977,189,4,75,55,70,55,85,110,jumpluff -- generation 4
978,190,4,55,70,55,40,55,85,aipom -- generation 4
979,191,4,30,30,30,30,30,30,sunkern -- generation 4
980,192,4,75,75,55,105,85,30,sunflora -- generation 4
981,193,4,65,65,45,75,45,95,yanma -- generation 4
982,194,4,55,45,45,25,25,15,wooper -- generation 4
983,195,4,95,85,85,65,65,35,quagsire -- generation 4
984,196,4,65,65,60,130,95,110,espeon -- generation 4
985,197,4,95,65,110,60,130,65,umbreon -- generation 4
986,198,4,60,85,42,85,42,91,murkrow -- generation 4
987,199,4,95,75,80,100,110,30,slowking -- generation 4
988,200,4,60,60,60,85,85,85,misdreavus -- generation 4
989,201,4,48,72,48,72,48,48,unown -- generation 4
990,202,4,190,33,58,33,58,33,wobbuffet -- generation 4
991,203,4,70,80,65,90,65,85,girafarig -- generation 4
992,204,4,50,65,90,35,35,15,pineco -- generation 4
993,205,4,75,90,140,60,60,40,forretress -- generation 4
994,206,4,100,70,70,65,65,45,dunsparce -- generation 4
995,207,4,65,75,105,35,65,85,gligar -- generation 4
996,208,4,75,85,200,55,65,30,steelix -- generation 4
997,209,4,60,80,50,40,40,30,snubbull -- generation 4
998,210,4,90,120,75,60,60,45,granbull -- generation 4
999,211,4,65,95,75,55,55,85,qwilfish -- generation 4
1000,212,4,70,130,100,55,80,65,scizor -- generation 4
1001,213,4,20,10,230,10,230,5,shuckle -- generation 4
1002,214,4,80,125,75,40,95,85,heracross -- generation 4
1003,215,4,55,95,55,35,75,115,sneasel -- generation 4
1004,216,4,60,80,50,50,50,40,teddiursa -- generation 4
1005,217,4,90,130,75,75,75,55,ursaring -- generation 4
1006,218,4,40,40,40,70,40,20,slugma -- generation 4
1007,219,4,50,50,120,80,80,30,magcargo -- generation 4
1008,220,4,50,50,40,30,30,50,swinub -- generation 4
1009,221,4,100,100,80,60,60,50,piloswine -- generation 4
1010,222,4,55,55,85,65,85,35,corsola -- generation 4
1011,223,4,35,65,35,65,35,65,remoraid -- generation 4
1012,224,4,75,105,75,105,75,45,octillery -- generation 4
1013,225,4,45,55,45,65,45,75,delibird -- generation 4
1014,226,4,65,40,70,80,140,70,mantine -- generation 4
1015,227,4,65,80,140,40,70,70,skarmory -- generation 4
1016,228,4,45,60,30,80,50,65,houndour -- generation 4
1017,229,4,75,90,50,110,80,95,houndoom -- generation 4
1018,230,4,75,95,95,95,95,85,kingdra -- generation 4
1019,231,4,90,60,60,40,40,40,phanpy -- generation 4
1020,232,4,90,120,120,60,60,50,donphan -- generation 4
1021,233,4,85,80,90,105,95,60,porygon2 -- generation 4
1022,234,4,73,95,62,85,65,85,stantler -- generation 4
1023,235,4,55,20,35,20,45,75,smeargle -- generation 4
1024,236,4,35,35,35,35,35,35,tyrogue -- generation 4
1025,237,4,50,95,95,35,110,70,hitmontop -- generation 4
1026,238,4,45,30,15,85,65,65,smoochum -- generation 4
1027,239,4,45,63,37,65,55,95,elekid -- generation 4
1028,240,4,45,75,37,70,55,83,magby -- generation 4
1029,241,4,95,80,105,40,70,100,miltank -- generation 4
1030,242,4,255,10,10,75,135,55,blissey -- generation 4
1031,243,4,90,85,75,115,100,115,raikou -- generation 4
1032,244,4,115,115,85,90,75,100,entei -- generation 4
1033,245,4,100,75,115,90,115,85,suicune -- generation 4
1034,246,4,50,64,50,45,50,41,larvitar -- generation 4
1035,247,4,70,84,70,65,70,51,pupitar -- generation 4
1036,248,4,100,134,110,95,100,61,tyranitar -- generation 4
1037,249,4,106,90,130,90,154,110,lugia -- generation 4
1038,250,4,106,130,90,110,154,90,hooh -- generation 4
1039,251,4,100,100,100,100,100,100,celebi -- generation 4
1040,252,4,40,45,35,65,55,70,treecko -- generation 4
1041,253,4,50,65,45,85,65,95,grovyle -- generation 4
1042,254,4,70,85,65,105,85,120,sceptile -- generation 4
1043,255,4,45,60,40,70,50,45,torchic -- generation 4
1044,256,4,60,85,60,85,60,55,combusken -- generation 4
1045,257,4,80,120,70,110,70,80,blaziken -- generation 4
1046,258,4,50,70,50,50,50,40,mudkip -- generation 4
1047,259,4,70,85,70,60,70,50,marshtomp -- generation 4
1048,260,4,100,110,90,85,90,60,swampert -- generation 4
1049,261,4,35,55,35,30,30,35,poochyena -- generation 4
1050,262,4,70,90,70,60,60,70,mightyena -- generation 4
1051,263,4,38,30,41,30,41,60,zigzagoon -- generation 4
1052,264,4,78,70,61,50,61,100,linoone -- generation 4
1053,265,4,45,45,35,20,30,20,wurmple -- generation 4
1054,266,4,50,35,55,25,25,15,silcoon -- generation 4
1055,267,4,60,70,50,90,50,65,beautifly -- generation 4
1056,268,4,50,35,55,25,25,15,cascoon -- generation 4
1057,269,4,60,50,70,50,90,65,dustox -- generation 4
1058,270,4,40,30,30,40,50,30,lotad -- generation 4
1059,271,4,60,50,50,60,70,50,lombre -- generation 4
1060,272,4,80,70,70,90,100,70,ludicolo -- generation 4
1061,273,4,40,40,50,30,30,30,seedot -- generation 4
1062,274,4,70,70,40,60,40,60,nuzleaf -- generation 4
1063,275,4,90,100,60,90,60,80,shiftry -- generation 4
1064,276,4,40,55,30,30,30,85,taillow -- generation 4
1065,277,4,60,85,60,50,50,125,swellow -- generation 4
1066,278,4,40,30,30,55,30,85,wingull -- generation 4
1067,279,4,60,50,100,85,70,65,pelipper -- generation 4
1068,280,4,28,25,25,45,35,40,ralts -- generation 4
1069,281,4,38,35,35,65,55,50,kirlia -- generation 4
1070,282,4,68,65,65,125,115,80,gardevoir -- generation 4
1071,283,4,40,30,32,50,52,65,surskit -- generation 4
1072,284,4,70,60,62,80,82,60,masquerain -- generation 4
1073,285,4,60,40,60,40,60,35,shroomish -- generation 4
1074,286,4,60,130,80,60,60,70,breloom -- generation 4
1075,287,4,60,60,60,35,35,30,slakoth -- generation 4
1076,288,4,80,80,80,55,55,90,vigoroth -- generation 4
1077,289,4,150,160,100,95,65,100,slaking -- generation 4
1078,290,4,31,45,90,30,30,40,nincada -- generation 4
1079,291,4,61,90,45,50,50,160,ninjask -- generation 4
1080,292,4,1,90,45,30,30,40,shedinja -- generation 4
1081,293,4,64,51,23,51,23,28,whismur -- generation 4
1082,294,4,84,71,43,71,43,48,loudred -- generation 4
1083,295,4,104,91,63,91,63,68,exploud -- generation 4
1084,296,4,72,60,30,20,30,25,makuhita -- generation 4
1085,297,4,144,120,60,40,60,50,hariyama -- generation 4
1086,298,4,50,20,40,20,40,20,azurill -- generation 4
1087,299,4,30,45,135,45,90,30,nosepass -- generation 4
1088,300,4,50,45,45,35,35,50,skitty -- generation 4
1089,301,4,70,65,65,55,55,70,delcatty -- generation 4
1090,302,4,50,75,75,65,65,50,sableye -- generation 4
1091,303,4,50,85,85,55,55,50,mawile -- generation 4
1092,304,4,50,70,100,40,40,30,aron -- generation 4
1093,305,4,60,90,140,50,50,40,lairon -- generation 4
1094,306,4,70,110,180,60,60,50,aggron -- generation 4
1095,307,4,30,40,55,40,55,60,meditite -- generation 4
1096,308,4,60,60,75,60,75,80,medicham -- generation 4
1097,309,4,40,45,40,65,40,65,electrike -- generation 4
1098,310,4,70,75,60,105,60,105,manectric -- generation 4
1099,311,4,60,50,40,85,75,95,plusle -- generation 4
1100,312,4,60,40,50,75,85,95,minun -- generation 4
1101,313,4,65,73,55,47,75,85,volbeat -- generation 4
1102,314,4,65,47,55,73,75,85,illumise -- generation 4
1103,315,4,50,60,45,100,80,65,roselia -- generation 4
1104,316,4,70,43,53,43,53,40,gulpin -- generation 4
1105,317,4,100,73,83,73,83,55,swalot -- generation 4
1106,318,4,45,90,20,65,20,65,carvanha -- generation 4
1107,319,4,70,120,40,95,40,95,sharpedo -- generation 4
1108,320,4,130,70,35,70,35,60,wailmer -- generation 4
1109,321,4,170,90,45,90,45,60,wailord -- generation 4
1110,322,4,60,60,40,65,45,35,numel -- generation 4
1111,323,4,70,100,70,105,75,40,camerupt -- generation 4
1112,324,4,70,85,140,85,70,20,torkoal -- generation 4
1113,325,4,60,25,35,70,80,60,spoink -- generation 4
1114,326,4,80,45,65,90,110,80,grumpig -- generation 4
1115,327,4,60,60,60,60,60,60,spinda -- generation 4
1116,328,4,45,100,45,45,45,10,trapinch -- generation 4
1117,329,4,50,70,50,50,50,70,vibrava -- generation 4
1118,330,4,80,100,80,80,80,100,flygon -- generation 4
1119,331,4,50,85,40,85,40,35,cacnea -- generation 4
1120,332,4,70,115,60,115,60,55,cacturne -- generation 4
1121,333,4,45,40,60,40,75,50,swablu -- generation 4
1122,334,4,75,70,90,70,105,80,altaria -- generation 4
1123,335,4,73,115,60,60,60,90,zangoose -- generation 4
1124,336,4,73,100,60,100,60,65,seviper -- generation 4
1125,337,4,70,55,65,95,85,70,lunatone -- generation 4
1126,338,4,70,95,85,55,65,70,solrock -- generation 4
1127,339,4,50,48,43,46,41,60,barboach -- generation 4
1128,340,4,110,78,73,76,71,60,whiscash -- generation 4
1129,341,4,43,80,65,50,35,35,corphish -- generation 4
1130,342,4,63,120,85,90,55,55,crawdaunt -- generation 4
1131,343,4,40,40,55,40,70,55,baltoy -- generation 4
1132,344,4,60,70,105,70,120,75,claydol -- generation 4
1133,345,4,66,41,77,61,87,23,lileep -- generation 4
1134,346,4,86,81,97,81,107,43,cradily -- generation 4
1135,347,4,45,95,50,40,50,75,anorith -- generation 4
1136,348,4,75,125,100,70,80,45,armaldo -- generation 4
1137,349,4,20,15,20,10,55,80,feebas -- generation 4
1138,350,4,95,60,79,100,125,81,milotic -- generation 4
1139,351,4,70,70,70,70,70,70,castform -- generation 4
1140,352,4,60,90,70,60,120,40,kecleon -- generation 4
1141,353,4,44,75,35,63,33,45,shuppet -- generation 4
1142,354,4,64,115,65,83,63,65,banette -- generation 4
1143,355,4,20,40,90,30,90,25,duskull -- generation 4
1144,356,4,40,70,130,60,130,25,dusclops -- generation 4
1145,357,4,99,68,83,72,87,51,tropius -- generation 4
1146,358,4,65,50,70,95,80,65,chimecho -- generation 4
1147,359,4,65,130,60,75,60,75,absol -- generation 4
1148,360,4,95,23,48,23,48,23,wynaut -- generation 4
1149,361,4,50,50,50,50,50,50,snorunt -- generation 4
1150,362,4,80,80,80,80,80,80,glalie -- generation 4
1151,363,4,70,40,50,55,50,25,spheal -- generation 4
1152,364,4,90,60,70,75,70,45,sealeo -- generation 4
1153,365,4,110,80,90,95,90,65,walrein -- generation 4
1154,366,4,35,64,85,74,55,32,clamperl -- generation 4
1155,367,4,55,104,105,94,75,52,huntail -- generation 4
1156,368,4,55,84,105,114,75,52,gorebyss -- generation 4
1157,369,4,100,90,130,45,65,55,relicanth -- generation 4
1158,370,4,43,30,55,40,65,97,luvdisc -- generation 4
1159,371,4,45,75,60,40,30,50,bagon -- generation 4
1160,372,4,65,95,100,60,50,50,shelgon -- generation 4
1161,373,4,95,135,80,110,80,100,salamence -- generation 4
1162,374,4,40,55,80,35,60,30,beldum -- generation 4
1163,375,4,60,75,100,55,80,50,metang -- generation 4
1164,376,4,80,135,130,95,90,70,metagross -- generation 4
1165,377,4,80,100,200,50,100,50,regirock -- generation 4
1166,378,4,80,50,100,100,200,50,regice -- generation 4
1167,379,4,80,75,150,75,150,50,registeel -- generation 4
1168,380,4,80,80,90,110,130,110,latias -- generation 4
1169,381,4,80,90,80,130,110,110,latios -- generation 4
1170,382,4,100,100,90,150,140,90,kyogre -- generation 4
1171,383,4,100,150,140,100,90,90,groudon -- generation 4
1172,384,4,105,150,90,150,90,95,rayquaza -- generation 4
1173,385,4,100,100,100,100,100,100,jirachi -- generation 4
1174,386,4,50,150,50,150,50,150,deoxys -- generation 4
1175,387,4,55,68,64,45,55,31,turtwig -- generation 4
1176,388,4,75,89,85,55,65,36,grotle -- generation 4
1177,389,4,95,109,105,75,85,56,torterra -- generation 4
1178,390,4,44,58,44,58,44,61,chimchar -- generation 4
1179,391,4,64,78,52,78,52,81,monferno -- generation 4
1180,392,4,76,104,71,104,71,108,infernape -- generation 4
1181,393,4,53,51,53,61,56,40,piplup -- generation 4
1182,394,4,64,66,68,81,76,50,prinplup -- generation 4
1183,395,4,84,86,88,111,101,60,empoleon -- generation 4
1184,396,4,40,55,30,30,30,60,starly -- generation 4
1185,397,4,55,75,50,40,40,80,staravia -- generation 4
1186,398,4,85,120,70,50,50,100,staraptor -- generation 4
1187,399,4,59,45,40,35,40,31,bidoof -- generation 4
1188,400,4,79,85,60,55,60,71,bibarel -- generation 4
1189,401,4,37,25,41,25,41,25,kricketot -- generation 4
1190,402,4,77,85,51,55,51,65,kricketune -- generation 4
1191,403,4,45,65,34,40,34,45,shinx -- generation 4
1192,404,4,60,85,49,60,49,60,luxio -- generation 4
1193,405,4,80,120,79,95,79,70,luxray -- generation 4
1194,406,4,40,30,35,50,70,55,budew -- generation 4
1195,407,4,60,70,55,125,105,90,roserade -- generation 4
1196,408,4,67,125,40,30,30,58,cranidos -- generation 4
1197,409,4,97,165,60,65,50,58,rampardos -- generation 4
1198,410,4,30,42,118,42,88,30,shieldon -- generation 4
1199,411,4,60,52,168,47,138,30,bastiodon -- generation 4
1200,412,4,40,29,45,29,45,36,burmy -- generation 4
1201,413,4,60,59,85,79,105,36,wormadam -- generation 4
1202,414,4,70,94,50,94,50,66,mothim -- generation 4
1203,415,4,30,30,42,30,42,70,combee -- generation 4
1204,416,4,70,80,102,80,102,40,vespiquen -- generation 4
1205,417,4,60,45,70,45,90,95,pachirisu -- generation 4
1206,418,4,55,65,35,60,30,85,buizel -- generation 4
1207,419,4,85,105,55,85,50,115,floatzel -- generation 4
1208,420,4,45,35,45,62,53,35,cherubi -- generation 4
1209,421,4,70,60,70,87,78,85,cherrim -- generation 4
1210,422,4,76,48,48,57,62,34,shellos -- generation 4
1211,423,4,111,83,68,92,82,39,gastrodon -- generation 4
1212,424,4,75,100,66,60,66,115,ambipom -- generation 4
1213,425,4,90,50,34,60,44,70,drifloon -- generation 4
1214,426,4,150,80,44,90,54,80,drifblim -- generation 4
1215,427,4,55,66,44,44,56,85,buneary -- generation 4
1216,428,4,65,76,84,54,96,105,lopunny -- generation 4
1217,429,4,60,60,60,105,105,105,mismagius -- generation 4
1218,430,4,100,125,52,105,52,71,honchkrow -- generation 4
1219,431,4,49,55,42,42,37,85,glameow -- generation 4
1220,432,4,71,82,64,64,59,112,purugly -- generation 4
1221,433,4,45,30,50,65,50,45,chingling -- generation 4
1222,434,4,63,63,47,41,41,74,stunky -- generation 4
1223,435,4,103,93,67,71,61,84,skuntank -- generation 4
1224,436,4,57,24,86,24,86,23,bronzor -- generation 4
1225,437,4,67,89,116,79,116,33,bronzong -- generation 4
1226,438,4,50,80,95,10,45,10,bonsly -- generation 4
1227,439,4,20,25,45,70,90,60,mimejr -- generation 4
1228,440,4,100,5,5,15,65,30,happiny -- generation 4
1229,441,4,76,65,45,92,42,91,chatot -- generation 4
1230,442,4,50,92,108,92,108,35,spiritomb -- generation 4
1231,443,4,58,70,45,40,45,42,gible -- generation 4
1232,444,4,68,90,65,50,55,82,gabite -- generation 4
1233,445,4,108,130,95,80,85,102,garchomp -- generation 4
1234,446,4,135,85,40,40,85,5,munchlax -- generation 4
1235,447,4,40,70,40,35,40,60,riolu -- generation 4
1236,448,4,70,110,70,115,70,90,lucario -- generation 4
1237,449,4,68,72,78,38,42,32,hippopotas -- generation 4
1238,450,4,108,112,118,68,72,47,hippowdon -- generation 4
1239,451,4,40,50,90,30,55,65,skorupi -- generation 4
1240,452,4,70,90,110,60,75,95,drapion -- generation 4
1241,453,4,48,61,40,61,40,50,croagunk -- generation 4
1242,454,4,83,106,65,86,65,85,toxicroak -- generation 4
1243,455,4,74,100,72,90,72,46,carnivine -- generation 4
1244,456,4,49,49,56,49,61,66,finneon -- generation 4
1245,457,4,69,69,76,69,86,91,lumineon -- generation 4
1246,458,4,45,20,50,60,120,50,mantyke -- generation 4
1247,459,4,60,62,50,62,60,40,snover -- generation 4
1248,460,4,90,92,75,92,85,60,abomasnow -- generation 4
1249,461,4,70,120,65,45,85,125,weavile -- generation 4
1250,462,4,70,70,115,130,90,60,magnezone -- generation 4
1251,463,4,110,85,95,80,95,50,lickilicky -- generation 4
1252,464,4,115,140,130,55,55,40,rhyperior -- generation 4
1253,465,4,100,100,125,110,50,50,tangrowth -- generation 4
1254,466,4,75,123,67,95,85,95,electivire -- generation 4
1255,467,4,75,95,67,125,95,83,magmortar -- generation 4
1256,468,4,85,50,95,120,115,80,togekiss -- generation 4
1257,469,4,86,76,86,116,56,95,yanmega -- generation 4
1258,470,4,65,110,130,60,65,95,leafeon -- generation 4
1259,471,4,65,60,110,130,95,65,glaceon -- generation 4
1260,472,4,75,95,125,45,75,95,gliscor -- generation 4
1261,473,4,110,130,80,70,60,80,mamoswine -- generation 4
1262,474,4,85,80,70,135,75,90,porygonz -- generation 4
1263,475,4,68,125,65,65,115,80,gallade -- generation 4
1264,476,4,60,55,145,75,150,40,probopass -- generation 4
1265,477,4,45,100,135,65,135,45,dusknoir -- generation 4
1266,478,4,70,80,70,80,70,110,froslass -- generation 4
1267,479,4,50,50,77,95,77,91,rotom -- generation 4
1268,480,4,75,75,130,75,130,95,uxie -- generation 4
1269,481,4,80,105,105,105,105,80,mesprit -- generation 4
1270,482,4,75,125,70,125,70,115,azelf -- generation 4
1271,483,4,100,120,120,150,100,90,dialga -- generation 4
1272,484,4,90,120,100,150,120,100,palkia -- generation 4
1273,485,4,91,90,106,130,106,77,heatran -- generation 4
1274,486,4,110,160,110,80,110,100,regigigas -- generation 4
1275,487,4,150,100,120,100,120,90,giratina -- generation 4
1276,488,4,120,70,120,75,130,85,cresselia -- generation 4
1277,489,4,80,80,80,80,80,80,phione -- generation 4
1278,490,4,100,100,100,100,100,100,manaphy -- generation 4
1279,491,4,70,90,90,135,90,125,darkrai -- generation 4
1280,492,4,100,100,100,100,100,100,shaymin -- generation 4
1281,493,4,120,120,120,120,120,120,arceus -- generation 4
1282,1,5,45,49,49,65,65,45,bulbasaur -- generation 5
1283,2,5,60,62,63,80,80,60,ivysaur -- generation 5
1284,3,5,80,82,83,100,100,80,venusaur -- generation 5
1285,4,5,39,52,43,60,50,65,charmander -- generation 5
1286,5,5,58,64,58,80,65,80,charmeleon -- generation 5
1287,6,5,78,84,78,109,85,100,charizard -- generation 5
1288,7,5,44,48,65,50,64,43,squirtle -- generation 5
1289,8,5,59,63,80,65,80,58,wartortle -- generation 5
1290,9,5,79,83,100,85,105,78,blastoise -- generation 5
1291,10,5,45,30,35,20,20,45,caterpie -- generation 5
1292,11,5,50,20,55,25,25,30,metapod -- generation 5
1293,12,5,60,45,50,80,80,70,butterfree -- generation 5
1294,13,5,40,35,30,20,20,50,weedle -- generation 5
1295,14,5,45,25,50,25,25,35,kakuna -- generation 5
1296,15,5,65,80,40,45,80,75,beedrill -- generation 5
1297,16,5,40,45,40,35,35,56,pidgey -- generation 5
1298,17,5,63,60,55,50,50,71,pidgeotto -- generation 5
1299,18,5,83,80,75,70,70,91,pidgeot -- generation 5
1300,19,5,30,56,35,25,35,72,rattata -- generation 5
1301,20,5,55,81,60,50,70,97,raticate -- generation 5
1302,21,5,40,60,30,31,31,70,spearow -- generation 5
1303,22,5,65,90,65,61,61,100,fearow -- generation 5
1304,23,5,35,60,44,40,54,55,ekans -- generation 5
1305,24,5,60,85,69,65,79,80,arbok -- generation 5
1306,25,5,35,55,30,50,40,90,pikachu -- generation 5
1307,26,5,60,90,55,90,80,100,raichu -- generation 5
1308,27,5,50,75,85,20,30,40,sandshrew -- generation 5
1309,28,5,75,100,110,45,55,65,sandslash -- generation 5
1310,29,5,55,47,52,40,40,41,nidoranf -- generation 5
1311,30,5,70,62,67,55,55,56,nidorina -- generation 5
1312,31,5,90,82,87,75,85,76,nidoqueen -- generation 5
1313,32,5,46,57,40,40,40,50,nidoranm -- generation 5
1314,33,5,61,72,57,55,55,65,nidorino -- generation 5
1315,34,5,81,92,77,85,75,85,nidoking -- generation 5
1316,35,5,70,45,48,60,65,35,clefairy -- generation 5
1317,36,5,95,70,73,85,90,60,clefable -- generation 5
1318,37,5,38,41,40,50,65,65,vulpix -- generation 5
1319,38,5,73,76,75,81,100,100,ninetales -- generation 5
1320,39,5,115,45,20,45,25,20,jigglypuff -- generation 5
1321,40,5,140,70,45,75,50,45,wigglytuff -- generation 5
1322,41,5,40,45,35,30,40,55,zubat -- generation 5
1323,42,5,75,80,70,65,75,90,golbat -- generation 5
1324,43,5,45,50,55,75,65,30,oddish -- generation 5
1325,44,5,60,65,70,85,75,40,gloom -- generation 5
1326,45,5,75,80,85,100,90,50,vileplume -- generation 5
1327,46,5,35,70,55,45,55,25,paras -- generation 5
1328,47,5,60,95,80,60,80,30,parasect -- generation 5
1329,48,5,60,55,50,40,55,45,venonat -- generation 5
1330,49,5,70,65,60,90,75,90,venomoth -- generation 5
1331,50,5,10,55,25,35,45,95,diglett -- generation 5
1332,51,5,35,80,50,50,70,120,dugtrio -- generation 5
1333,52,5,40,45,35,40,40,90,meowth -- generation 5
1334,53,5,65,70,60,65,65,115,persian -- generation 5
1335,54,5,50,52,48,65,50,55,psyduck -- generation 5
1336,55,5,80,82,78,95,80,85,golduck -- generation 5
1337,56,5,40,80,35,35,45,70,mankey -- generation 5
1338,57,5,65,105,60,60,70,95,primeape -- generation 5
1339,58,5,55,70,45,70,50,60,growlithe -- generation 5
1340,59,5,90,110,80,100,80,95,arcanine -- generation 5
1341,60,5,40,50,40,40,40,90,poliwag -- generation 5
1342,61,5,65,65,65,50,50,90,poliwhirl -- generation 5
1343,62,5,90,85,95,70,90,70,poliwrath -- generation 5
1344,63,5,25,20,15,105,55,90,abra -- generation 5
1345,64,5,40,35,30,120,70,105,kadabra -- generation 5
1346,65,5,55,50,45,135,85,120,alakazam -- generation 5
1347,66,5,70,80,50,35,35,35,machop -- generation 5
1348,67,5,80,100,70,50,60,45,machoke -- generation 5
1349,68,5,90,130,80,65,85,55,machamp -- generation 5
1350,69,5,50,75,35,70,30,40,bellsprout -- generation 5
1351,70,5,65,90,50,85,45,55,weepinbell -- generation 5
1352,71,5,80,105,65,100,60,70,victreebel -- generation 5
1353,72,5,40,40,35,50,100,70,tentacool -- generation 5
1354,73,5,80,70,65,80,120,100,tentacruel -- generation 5
1355,74,5,40,80,100,30,30,20,geodude -- generation 5
1356,75,5,55,95,115,45,45,35,graveler -- generation 5
1357,76,5,80,110,130,55,65,45,golem -- generation 5
1358,77,5,50,85,55,65,65,90,ponyta -- generation 5
1359,78,5,65,100,70,80,80,105,rapidash -- generation 5
1360,79,5,90,65,65,40,40,15,slowpoke -- generation 5
1361,80,5,95,75,110,100,80,30,slowbro -- generation 5
1362,81,5,25,35,70,95,55,45,magnemite -- generation 5
1363,82,5,50,60,95,120,70,70,magneton -- generation 5
1364,83,5,52,65,55,58,62,60,farfetchd -- generation 5
1365,84,5,35,85,45,35,35,75,doduo -- generation 5
1366,85,5,60,110,70,60,60,100,dodrio -- generation 5
1367,86,5,65,45,55,45,70,45,seel -- generation 5
1368,87,5,90,70,80,70,95,70,dewgong -- generation 5
1369,88,5,80,80,50,40,50,25,grimer -- generation 5
1370,89,5,105,105,75,65,100,50,muk -- generation 5
1371,90,5,30,65,100,45,25,40,shellder -- generation 5
1372,91,5,50,95,180,85,45,70,cloyster -- generation 5
1373,92,5,30,35,30,100,35,80,gastly -- generation 5
1374,93,5,45,50,45,115,55,95,haunter -- generation 5
1375,94,5,60,65,60,130,75,110,gengar -- generation 5
1376,95,5,35,45,160,30,45,70,onix -- generation 5
1377,96,5,60,48,45,43,90,42,drowzee -- generation 5
1378,97,5,85,73,70,73,115,67,hypno -- generation 5
1379,98,5,30,105,90,25,25,50,krabby -- generation 5
1380,99,5,55,130,115,50,50,75,kingler -- generation 5
1381,100,5,40,30,50,55,55,100,voltorb -- generation 5
1382,101,5,60,50,70,80,80,140,electrode -- generation 5
1383,102,5,60,40,80,60,45,40,exeggcute -- generation 5
1384,103,5,95,95,85,125,65,55,exeggutor -- generation 5
1385,104,5,50,50,95,40,50,35,cubone -- generation 5
1386,105,5,60,80,110,50,80,45,marowak -- generation 5
1387,106,5,50,120,53,35,110,87,hitmonlee -- generation 5
1388,107,5,50,105,79,35,110,76,hitmonchan -- generation 5
1389,108,5,90,55,75,60,75,30,lickitung -- generation 5
1390,109,5,40,65,95,60,45,35,koffing -- generation 5
1391,110,5,65,90,120,85,70,60,weezing -- generation 5
1392,111,5,80,85,95,30,30,25,rhyhorn -- generation 5
1393,112,5,105,130,120,45,45,40,rhydon -- generation 5
1394,113,5,250,5,5,35,105,50,chansey -- generation 5
1395,114,5,65,55,115,100,40,60,tangela -- generation 5
1396,115,5,105,95,80,40,80,90,kangaskhan -- generation 5
1397,116,5,30,40,70,70,25,60,horsea -- generation 5
1398,117,5,55,65,95,95,45,85,seadra -- generation 5
1399,118,5,45,67,60,35,50,63,goldeen -- generation 5
1400,119,5,80,92,65,65,80,68,seaking -- generation 5
1401,120,5,30,45,55,70,55,85,staryu -- generation 5
1402,121,5,60,75,85,100,85,115,starmie -- generation 5
1403,122,5,40,45,65,100,120,90,mrmime -- generation 5
1404,123,5,70,110,80,55,80,105,scyther -- generation 5
1405,124,5,65,50,35,115,95,95,jynx -- generation 5
1406,125,5,65,83,57,95,85,105,electabuzz -- generation 5
1407,126,5,65,95,57,100,85,93,magmar -- generation 5
1408,127,5,65,125,100,55,70,85,pinsir -- generation 5
1409,128,5,75,100,95,40,70,110,tauros -- generation 5
1410,129,5,20,10,55,15,20,80,magikarp -- generation 5
1411,130,5,95,125,79,60,100,81,gyarados -- generation 5
1412,131,5,130,85,80,85,95,60,lapras -- generation 5
1413,132,5,48,48,48,48,48,48,ditto -- generation 5
1414,133,5,55,55,50,45,65,55,eevee -- generation 5
1415,134,5,130,65,60,110,95,65,vaporeon -- generation 5
1416,135,5,65,65,60,110,95,130,jolteon -- generation 5
1417,136,5,65,130,60,95,110,65,flareon -- generation 5
1418,137,5,65,60,70,85,75,40,porygon -- generation 5
1419,138,5,35,40,100,90,55,35,omanyte -- generation 5
1420,139,5,70,60,125,115,70,55,omastar -- generation 5
1421,140,5,30,80,90,55,45,55,kabuto -- generation 5
1422,141,5,60,115,105,65,70,80,kabutops -- generation 5
1423,142,5,80,105,65,60,75,130,aerodactyl -- generation 5
1424,143,5,160,110,65,65,110,30,snorlax -- generation 5
1425,144,5,90,85,100,95,125,85,articuno -- generation 5
1426,145,5,90,90,85,125,90,100,zapdos -- generation 5
1427,146,5,90,100,90,125,85,90,moltres -- generation 5
1428,147,5,41,64,45,50,50,50,dratini -- generation 5
1429,148,5,61,84,65,70,70,70,dragonair -- generation 5
1430,149,5,91,134,95,100,100,80,dragonite -- generation 5
1431,150,5,106,110,90,154,90,130,mewtwo -- generation 5
1432,151,5,100,100,100,100,100,100,mew -- generation 5
1433,152,5,45,49,65,49,65,45,chikorita -- generation 5
1434,153,5,60,62,80,63,80,60,bayleef -- generation 5
1435,154,5,80,82,100,83,100,80,meganium -- generation 5
1436,155,5,39,52,43,60,50,65,cyndaquil -- generation 5
1437,156,5,58,64,58,80,65,80,quilava -- generation 5
1438,157,5,78,84,78,109,85,100,typhlosion -- generation 5
1439,158,5,50,65,64,44,48,43,totodile -- generation 5
1440,159,5,65,80,80,59,63,58,croconaw -- generation 5
1441,160,5,85,105,100,79,83,78,feraligatr -- generation 5
1442,161,5,35,46,34,35,45,20,sentret -- generation 5
