id,name,pokemon_id,form,generation_id,primary_type_id,secondary_type_id,hp,attack,defense,special_attack,special_defense,speed,height,weight
1232,Jynx,jynx,,1,ice,psychic,65,50,35,115,95,95,1.4,40.6
1233,Electabuzz,electabuzz,,1,electric,,65,83,57,95,85,105,1.1,30
1234,Magmar,magmar,,1,fire,,65,95,57,100,85,93,1.3,44.5
1235,Pinsir,pinsir,,1,bug,,65,125,100,55,70,85,1.5,55
1236,Pinsir,pinsir,Mega,1,bug,flying,65,155,120,65,90,105,1.7,59
1237,Tauros,tauros,,1,normal,,75,100,95,40,70,110,1.4,88.4
1238,Tauros,tauros,Paldea-Combat,1,fighting,,75,110,105,30,70,100,1.4,115
1239,Tauros,tauros,Paldea-Blaze,1,fighting,fire,75,110,105,30,70,100,1.4,85
1240,Tauros,tauros,Paldea-Aqua,1,fighting,water,75,110,105,30,70,100,1.4,110
1241,Magikarp,magikarp,,1,water,,20,10,55,15,20,80,0.9,10
1242,Gyarados,gyarados,,1,water,flying,95,125,79,60,100,81,6.5,235
1243,Gyarados,gyarados,Mega,1,water,dark,95,155,109,70,130,81,6.5,305
1244,Lapras,lapras,,1,water,ice,130,85,80,85,95,60,2.5,220
1245,Ditto,ditto,,1,normal,,48,48,48,48,48,48,0.3,4
1246,Eevee,eevee,,1,normal,,55,55,50,45,65,55,0.3,6.5
1247,Eevee,eevee,Starter,1,normal,,65,75,70,65,85,75,0.3,6.5
1248,Vaporeon,vaporeon,,1,water,,130,65,60,110,95,65,1,29
1249,Jolteon,jolteon,,1,electric,,65,65,60,110,95,130,0.8,24.5
1250,Flareon,flareon,,1,fire,,65,130,60,95,110,65,0.9,25
1251,Porygon,porygon,,1,normal,,65,60,70,85,75,40,0.8,36.5
1252,Omanyte,omanyte,,1,rock,water,35,40,100,90,55,35,0.4,7.5
1253,Omastar,omastar,,1,rock,water,70,60,125,115,70,55,1,35
1254,Kabuto,kabuto,,1,rock,water,30,80,90,55,45,55,0.5,11.5
1255,Kabutops,kabutops,,1,rock,water,60,115,105,65,70,80,1.3,40.5
1256,Aerodactyl,aerodactyl,,1,rock,flying,80,105,65,60,75,130,1.8,59
1257,Aerodactyl,aerodactyl,Mega,1,rock,flying,80,135,85,70,95,150,2.1,79
1258,Snorlax,snorlax,,1,normal,,160,110,65,65,110,30,2.1,460
1259,Articuno,articuno,,1,ice,flying,90,85,100,95,125,85,1.7,55.4
1260,Articuno,articuno,Galar,1,psychic,flying,90,85,85,125,100,95,1.7,50.9
1261,Zapdos,zapdos,,1,electric,flying,90,90,85,125,90,100,1.6,52.6
1262,Zapdos,zapdos,Galar,1,fighting,flying,90,125,90,85,90,100,1.6,58.2
1263,Moltres,moltres,,1,fire,flying,90,100,90,125,85,90,2,60
1264,Moltres,moltres,Galar,1,dark,flying,90,85,90,100,125,90,2,66
1265,Dratini,dratini,,1,dragon,,41,64,45,50,50,50,1.8,3.3
1266,Dragonair,dragonair,,1,dragon,,61,84,65,70,70,70,4,16.5
1267,Dragonite,dragonite,,1,dragon,flying,91,134,95,100,100,80,2.2,210
1268,Mewtwo,mewtwo,,1,psychic,,106,110,90,154,90,130,2,122
1269,Mewtwo,mewtwo,Mega-X,1,psychic,fighting,106,190,100,154,100,130,2.3,127
1270,Mewtwo,mewtwo,Mega-Y,1,psychic,,106,150,70,194,120,140,1.5,33
1271,Mew,mew,,1,psychic,,100,100,100,100,100,100,0.4,4
1272,Chikorita,chikorita,,2,grass,,45,49,65,49,65,45,0.9,6.4
1273,Bayleef,bayleef,,2,grass,,60,62,80,63,80,60,1.2,15.8
1274,Meganium,meganium,,2,grass,,80,82,100,83,100,80,1.8,100.5
1275,Cyndaquil,cyndaquil,,2,fire,,39,52,43,60,50,65,0.5,7.9
1276,Quilava,quilava,,2,fire,,58,64,58,80,65,80,0.9,19
1277,Typhlosion,typhlosion,,2,fire,,78,84,78,109,85,100,1.7,79.5
1278,Typhlosion,typhlosion,Hisui,2,fire,ghost,73,84,78,119,85,95,1.6,69.8
1279,Totodile,totodile,,2,water,,50,65,64,44,48,43,0.6,9.5
1280,Croconaw,croconaw,,2,water,,65,80,80,59,63,58,1.1,25
1281,Feraligatr,feraligatr,,2,water,,85,105,100,79,83,78,2.3,88.8
1282,Sentret,sentret,,2,normal,,35,46,34,35,45,20,0.8,6
1283,Furret,furret,,2,normal,,85,76,64,45,55,90,1.8,32.5
1284,Hoothoot,hoothoot,,2,normal,flying,60,30,30,36,56,50,0.7,21.2
1285,Noctowl,noctowl,,2,normal,flying,100,50,50,76,96,70,1.6,40.8
1286,Ledyba,ledyba,,2,bug,flying,40,20,30,40,80,55,1,10.8
1287,Ledian,ledian,,2,bug,flying,55,35,50,55,110,85,1.4,35.6
1288,Spinarak,spinarak,,2,bug,poison,40,60,40,40,40,30,0.5,8.5
1289,Ariados,ariados,,2,bug,poison,70,90,70,60,60,40,1.1,33.5
1290,Crobat,crobat,,2,poison,flying,85,90,80,70,80,130,1.8,75
1291,Chinchou,chinchou,,2,water,electric,75,38,38,56,56,67,0.5,12
1292,Lanturn,lanturn,,2,water,electric,125,58,58,76,76,67,1.2,22.5
1293,Pichu,pichu,,2,electric,,20,40,15,35,35,60,0.3,2
1294,Pichu,pichu,Spiky-eared,2,electric,,20,40,15,35,35,60,0.3,2
1295,Cleffa,cleffa,,2,normal,,50,25,28,45,55,15,0.3,3
1296,Igglybuff,igglybuff,,2,normal,,90,30,15,40,20,15,0.3,1
1297,Togepi,togepi,,2,normal,,35,20,65,40,65,20,0.3,1.5
1298,Togetic,togetic,,2,normal,flying,55,40,85,80,105,40,0.6,3.2
1299,Natu,natu,,2,psychic,flying,40,50,45,70,45,70,0.2,2
1300,Xatu,xatu,,2,psychic,flying,65,75,70,95,70,95,1.5,15
1301,Mareep,mareep,,2,electric,,55,40,40,65,45,35,0.6,7.8
1302,Flaaffy,flaaffy,,2,electric,,70,55,55,80,60,45,0.8,13.3
1303,Ampharos,ampharos,,2,electric,,90,75,75,115,90,55,1.4,61.5
1304,Ampharos,ampharos,Mega,2,electric,dragon,90,95,105,165,110,45,1.4,61.5
1305,Bellossom,bellossom,,2,grass,,75,80,85,90,100,50,0.4,5.8
1306,Marill,marill,,2,water,,70,20,50,20,50,40,0.4,8.5
1307,Azumarill,azumarill,,2,water,,100,50,80,50,80,50,0.8,28.5
1308,Sudowoodo,sudowoodo,,2,rock,,70,100,115,30,65,30,1.2,38
1309,Politoed,politoed,,2,water,,90,75,75,90,100,70,1.1,33.9
1310,Hoppip,hoppip,,2,grass,flying,35,35,40,35,55,50,0.4,0.5
1311,Skiploom,skiploom,,2,grass,flying,55,45,50,45,65,80,0.6,1
1312,Jumpluff,jumpluff,,2,grass,flying,75,55,70,55,85,110,0.8,3
1313,Aipom,aipom,,2,normal,,55,70,55,40,55,85,0.8,11.5
1314,Sunkern,sunkern,,2,grass,,30,30,30,30,30,30,0.3,1.8
1315,Sunflora,sunflora,,2,grass,,75,75,55,105,85,30,0.8,8.5
1316,Yanma,yanma,,2,bug,flying,65,65,45,75,45,95,1.2,38
1317,Wooper,wooper,,2,water,ground,55,45,45,25,25,15,0.4,8.5
1318,Wooper,wooper,Paldea,2,poison,ground,55,45,45,25,25,15,0.4,11
1319,Quagsire,quagsire,,2,water,ground,95,85,85,65,65,35,1.4,75
1320,Espeon,espeon,,2,psychic,,65,65,60,130,95,110,0.9,26.5
1321,Umbreon,umbreon,,2,dark,,95,65,110,60,130,65,1,27
1322,Murkrow,murkrow,,2,dark,flying,60,85,42,85,42,91,0.5,2.1
1323,Slowking,slowking,,2,water,psychic,95,75,80,100,110,30,2,79.5
1324,Slowking,slowking,Galar,2,poison,psychic,95,65,80,110,110,30,1.8,79.5
1325,Misdreavus,misdreavus,,2,ghost,,60,60,60,85,85,85,0.7,1
1326,Unown,unown,A,2,psychic,,48,72,48,72,48,48,0.5,5
1327,Wobbuffet,wobbuffet,,2,psychic,,190,33,58,33,58,33,1.3,28.5
1328,Girafarig,girafarig,,2,normal,psychic,70,80,65,90,65,85,1.5,41.5
1329,Pineco,pineco,,2,bug,,50,65,90,35,35,15,0.6,7.2
1330,Forretress,forretress,,2,bug,steel,75,90,140,60,60,40,1.2,125.8
1331,Dunsparce,dunsparce,,2,normal,,100,70,70,65,65,45,1.5,14
1332,Gligar,gligar,,2,ground,flying,65,75,105,35,65,85,1.1,64.8
1333,Steelix,steelix,,2,steel,ground,75,85,200,55,65,30,9.2,400
1334,Steelix,steelix,Mega,2,steel,ground,75,125,230,55,95,30,10.5,740
1335,Snubbull,snubbull,,2,normal,,60,80,50,40,40,30,0.6,7.8
1336,Granbull,granbull,,2,normal,,90,120,75,60,60,45,1.4,48.7
1337,Qwilfish,qwilfish,,2,water,poison,65,95,75,55,55,85,0.5,3.9
1338,Qwilfish,qwilfish,Hisui,2,dark,poison,65,95,85,55,55,85,0.5,3.9
1339,Scizor,scizor,,2,bug,steel,70,130,100,55,80,65,1.8,118
1340,Scizor,scizor,Mega,2,bug,steel,70,150,140,65,100,75,2,125
1341,Shuckle,shuckle,,2,bug,rock,20,10,230,10,230,5,0.6,20.5
1342,Heracross,heracross,,2,bug,fighting,80,125,75,40,95,85,1.5,54
1343,Heracross,heracross,Mega,2,bug,fighting,80,185,115,40,105,75,1.7,62.5
1344,Sneasel,sneasel,,2,dark,ice,55,95,55,35,75,115,0.9,28
1345,Sneasel,sneasel,Hisui,2,fighting,poison,55,95,55,35,75,115,0.9,27
1346,Teddiursa,teddiursa,,2,normal,,60,80,50,50,50,40,0.6,8.8
1347,Ursaring,ursaring,,2,normal,,90,130,75,75,75,55,1.8,125.8
1348,Slugma,slugma,,2,fire,,40,40,40,70,40,20,0.7,35
1349,Magcargo,magcargo,,2,fire,rock,50,50,120,80,80,30,0.8,55
1350,Swinub,swinub,,2,ice,ground,50,50,40,30,30,50,0.4,6.5
1351,Piloswine,piloswine,,2,ice,ground,100,100,80,60,60,50,1.1,55.8
1352,Corsola,corsola,,2,water,rock,55,55,85,65,85,35,0.6,5
1353,Corsola,corsola,Galar,2,ghost,,60,55,100,65,100,30,0.6,0.5
1354,Remoraid,remoraid,,2,water,,35,65,35,65,35,65,0.6,12
1355,Octillery,octillery,,2,water,,75,105,75,105,75,45,0.9,28.5
1356,Delibird,delibird,,2,ice,flying,45,55,45,65,45,75,0.9,16
1357,Mantine,mantine,,2,water,flying,65,40,70,80,140,70,2.1,220
1358,Skarmory,skarmory,,2,steel,flying,65,80,140,40,70,70,1.7,50.5
1359,Houndour,houndour,,2,dark,fire,45,60,30,80,50,65,0.6,10.8
1360,Houndoom,houndoom,,2,dark,fire,75,90,50,110,80,95,1.4,35
1361,Houndoom,houndoom,Mega,2,dark,fire,75,90,90,140,90,115,1.9,49.5
1362,Kingdra,kingdra,,2,water,dragon,75,95,95,95,95,85,1.8,152
1363,Phanpy,phanpy,,2,ground,,90,60,60,40,40,40,0.5,33.5
1364,Donphan,donphan,,2,ground,,90,120,120,60,60,50,1.1,120
1365,Porygon2,porygon2,,2,normal,,85,80,90,105,95,60,0.6,32.5
1366,Stantler,stantler,,2,normal,,73,95,62,85,65,85,1.4,71.2
1367,Smeargle,smeargle,,2,normal,,55,20,35,20,45,75,1.2,58
1368,Tyrogue,tyrogue,,2,fighting,,35,35,35,35,35,35,0.7,21
1369,Hitmontop,hitmontop,,2,fighting,,50,95,95,35,110,70,1.4,48
1370,Smoochum,smoochum,,2,ice,psychic,45,30,15,85,65,65,0.4,6
1371,Elekid,elekid,,2,electric,,45,63,37,65,55,95,0.6,23.5
1372,Magby,magby,,2,fire,,45,75,37,70,55,83,0.7,21.4
1373,Miltank,miltank,,2,normal,,95,80,105,40,70,100,1.2,75.5
1374,Blissey,blissey,,2,normal,,255,10,10,75,135,55,1.5,46.8
1375,Raikou,raikou,,2,electric,,90,85,75,115,100,115,1.9,178
1376,Entei,entei,,2,fire,,115,115,85,90,75,100,2.1,198
1377,Suicune,suicune,,2,water,,100,75,115,90,115,85,2,187
1378,Larvitar,larvitar,,2,rock,ground,50,64,50,45,50,41,0.6,72
1379,Pupitar,pupitar,,2,rock,ground,70,84,70,65,70,51,1.2,152
1380,Tyranitar,tyranitar,,2,rock,dark,100,134,110,95,100,61,2,202
1381,Tyranitar,tyranitar,Mega,2,rock,dark,100,164,150,95,120,71,2.5,255
1382,Lugia,lugia,,2,psychic,flying,106,90,130,90,154,110,5.2,216
1383,Ho-Oh,hooh,,2,fire,flying,106,130,90,110,154,90,3.8,199
1384,Celebi,celebi,,2,psychic,grass,100,100,100,100,100,100,0.6,5
1385,Treecko,treecko,,3,grass,,40,45,35,65,55,70,0.5,5
1386,Grovyle,grovyle,,3,grass,,50,65,45,85,65,95,0.9,21.6
1387,Sceptile,sceptile,,3,grass,,70,85,65,105,85,120,1.7,52.2
1388,Sceptile,sceptile,Mega,3,grass,dragon,70,110,75,145,85,145,1.9,55.2
1389,Torchic,torchic,,3,fire,,45,60,40,70,50,45,0.4,2.5
1390,Combusken,combusken,,3,fire,fighting,60,85,60,85,60,55,0.9,19.5
1391,Blaziken,blaziken,,3,fire,fighting,80,120,70,110,70,80,1.9,52
1392,Blaziken,blaziken,Mega,3,fire,fighting,80,160,80,130,80,100,1.9,52
1393,Mudkip,mudkip,,3,water,,50,70,50,50,50,40,0.4,7.6
1394,Marshtomp,marshtomp,,3,water,ground,70,85,70,60,70,50,0.7,28
1395,Swampert,swampert,,3,water,ground,100,110,90,85,90,60,1.5,81.9
1396,Swampert,swampert,Mega,3,water,ground,100,150,110,95,110,70,1.9,102
1397,Poochyena,poochyena,,3,dark,,35,55,35,30,30,35,0.5,13.6
1398,Mightyena,mightyena,,3,dark,,70,90,70,60,60,70,1,37
1399,Zigzagoon,zigzagoon,,3,normal,,38,30,41,30,41,60,0.4,17.5
1400,Zigzagoon,zigzagoon,Galar,3,dark,normal,38,30,41,30,41,60,0.4,17.5
1401,Linoone,linoone,,3,normal,,78,70,61,50,61,100,0.5,32.5
1402,Linoone,linoone,Galar,3,dark,normal,78,70,61,50,61,100,0.5,32.5
1403,Wurmple,wurmple,,3,bug,,45,45,35,20,30,20,0.3,3.6
1404,Silcoon,silcoon,,3,bug,,50,35,55,25,25,15,0.6,10
1405,Beautifly,beautifly,,3,bug,flying,60,70,50,90,50,65,1,28.4
1406,Cascoon,cascoon,,3,bug,,50,35,55,25,25,15,0.7,11.5
1407,Dustox,dustox,,3,bug,poison,60,50,70,50,90,65,1.2,31.6
1408,Lotad,lotad,,3,water,grass,40,30,30,40,50,30,0.5,2.6
1409,Lombre,lombre,,3,water,grass,60,50,50,60,70,50,1.2,32.5
1410,Ludicolo,ludicolo,,3,water,grass,80,70,70,90,100,70,1.5,55
1411,Seedot,seedot,,3,grass,,40,40,50,30,30,30,0.5,4
1412,Nuzleaf,nuzleaf,,3,grass,dark,70,70,40,60,40,60,1,28
1413,Shiftry,shiftry,,3,grass,dark,90,100,60,90,60,80,1.3,59.6
1414,Taillow,taillow,,3,normal,flying,40,55,30,30,30,85,0.3,2.3
1415,Swellow,swellow,,3,normal,flying,60,85,60,50,50,125,0.7,19.8
1416,Wingull,wingull,,3,water,flying,40,30,30,55,30,85,0.6,9.5
1417,Pelipper,pelipper,,3,water,flying,60,50,100,85,70,65,1.2,28
1418,Ralts,ralts,,3,psychic,,28,25,25,45,35,40,0.4,6.6
1419,Kirlia,kirlia,,3,psychic,,38,35,35,65,55,50,0.8,20.2
1420,Gardevoir,gardevoir,,3,psychic,,68,65,65,125,115,80,1.6,48.4
1421,Gardevoir,gardevoir,Mega,3,psychic,fairy,68,85,65,165,135,100,1.6,48.4
1422,Surskit,surskit,,3,bug,water,40,30,32,50,52,65,0.5,1.7
1423,Masquerain,masquerain,,3,bug,flying,70,60,62,80,82,60,0.8,3.6
1424,Shroomish,shroomish,,3,grass,,60,40,60,40,60,35,0.4,4.5
1425,Breloom,breloom,,3,grass,fighting,60,130,80,60,60,70,1.2,39.2
1426,Slakoth,slakoth,,3,normal,,60,60,60,35,35,30,0.8,24
1427,Vigoroth,vigoroth,,3,normal,,80,80,80,55,55,90,1.4,46.5
1428,Slaking,slaking,,3,normal,,150,160,100,95,65,100,2,130.5
1429,Nincada,nincada,,3,bug,ground,31,45,90,30,30,40,0.5,5.5
1430,Ninjask,ninjask,,3,bug,flying,61,90,45,50,50,160,0.8,12
1431,Shedinja,shedinja,,3,bug,ghost,1,90,45,30,30,40,0.8,1.2
1432,Whismur,whismur,,3,normal,,64,51,23,51,23,28,0.6,16.3
1433,Loudred,loudred,,3,normal,,84,71,43,71,43,48,1,40.5
1434,Exploud,exploud,,3,normal,,104,91,63,91,63,68,1.5,84
1435,Makuhita,makuhita,,3,fighting,,72,60,30,20,30,25,1,86.4
1436,Hariyama,hariyama,,3,fighting,,144,120,60,40,60,50,2.3,253.8
1437,Azurill,azurill,,3,normal,,50,20,40,20,40,20,0.2,2
1438,Nosepass,nosepass,,3,rock,,30,45,135,45,90,30,1,97
1439,Skitty,skitty,,3,normal,,50,45,45,35,35,50,0.6,11
1440,Delcatty,delcatty,,3,normal,,70,65,65,55,55,70,1.1,32.6
1441,Sableye,sableye,,3,dark,ghost,50,75,75,65,65,50,0.5,11
1442,Sableye,sableye,Mega,3,dark,ghost,50,85,125,85,115,20,0.5,161
1443,Mawile,mawile,,3,steel,,50,85,85,55,55,50,0.6,11.5
1444,Mawile,mawile,Mega,3,steel,fairy,50,105,125,55,95,50,1,23.5
1445,Aron,aron,,3,steel,rock,50,70,100,40,40,30,0.4,60
1446,Lairon,lairon,,3,steel,rock,60,90,140,50,50,40,0.9,120
1447,Aggron,aggron,,3,steel,rock,70,110,180,60,60,50,2.1,360
1448,Aggron,aggron,Mega,3,steel,,70,140,230,60,80,50,2.2,395
1449,Meditite,meditite,,3,fighting,psychic,30,40,55,40,55,60,0.6,11.2
1450,Medicham,medicham,,3,fighting,psychic,60,60,75,60,75,80,1.3,31.5
1451,Medicham,medicham,Mega,3,fighting,psychic,60,100,85,80,85,100,1.3,31.5
1452,Electrike,electrike,,3,electric,,40,45,40,65,40,65,0.6,15.2
1453,Manectric,manectric,,3,electric,,70,75,60,105,60,105,1.5,40.2
1454,Manectric,manectric,Mega,3,electric,,70,75,80,135,80,135,1.8,44
1455,Plusle,plusle,,3,electric,,60,50,40,85,75,95,0.4,4.2
1456,Minun,minun,,3,electric,,60,40,50,75,85,95,0.4,4.2
1457,Volbeat,volbeat,,3,bug,,65,73,55,47,75,85,0.7,17.7
1458,Illumise,illumise,,3,bug,,65,47,55,73,75,85,0.6,17.7
1459,Roselia,roselia,,3,grass,poison,50,60,45,100,80,65,0.3,2
1460,Gulpin,gulpin,,3,poison,,70,43,53,43,53,40,0.4,10.3
1461,Swalot,swalot,,3,poison,,100,73,83,73,83,55,1.7,80
1462,Carvanha,carvanha,,3,water,dark,45,90,20,65,20,65,0.8,20.8
1463,Sharpedo,sharpedo,,3,water,dark,70,120,40,95,40,95,1.8,88.8
1464,Sharpedo,sharpedo,Mega,3,water,dark,70,140,70,110,65,105,2.5,130.3
1465,Wailmer,wailmer,,3,water,,130,70,35,70,35,60,2,130
1466,Wailord,wailord,,3,water,,170,90,45,90,45,60,14.5,398
1467,Numel,numel,,3,fire,ground,60,60,40,65,45,35,0.7,24
1468,Camerupt,camerupt,,3,fire,ground,70,100,70,105,75,40,1.9,220
1469,Camerupt,camerupt,Mega,3,fire,ground,70,120,100,145,105,20,2.5,320.5
1470,Torkoal,torkoal,,3,fire,,70,85,140,85,70,20,0.5,80.4
1471,Spoink,spoink,,3,psychic,,60,25,35,70,80,60,0.7,30.6
1472,Grumpig,grumpig,,3,psychic,,80,45,65,90,110,80,0.9,71.5
1473,Spinda,spinda,,3,normal,,60,60,60,60,60,60,1.1,5
1474,Trapinch,trapinch,,3,ground,,45,100,45,45,45,10,0.7,15
1475,Vibrava,vibrava,,3,ground,dragon,50,70,50,50,50,70,1.1,15.3
1476,Flygon,flygon,,3,ground,dragon,80,100,80,80,80,100,2,82
1477,Cacnea,cacnea,,3,grass,,50,85,40,85,40,35,0.4,51.3
1478,Cacturne,cacturne,,3,grass,dark,70,115,60,115,60,55,1.3,77.4
1479,Swablu,swablu,,3,normal,flying,45,40,60,40,75,50,0.4,1.2
1480,Altaria,altaria,,3,dragon,flying,75,70,90,70,105,80,1.1,20.6
1481,Altaria,altaria,Mega,3,dragon,fairy,75,110,110,110,105,80,1.5,20.6
1482,Zangoose,zangoose,,3,normal,,73,115,60,60,60,90,1.3,40.3
1483,Seviper,seviper,,3,poison,,73,100,60,100,60,65,2.7,52.5
1484,Lunatone,lunatone,,3,rock,psychic,70,55,65,95,85,70,1,168
1485,Solrock,solrock,,3,rock,psychic,70,95,85,55,65,70,1.2,154
1486,Barboach,barboach,,3,water,ground,50,48,43,46,41,60,0.4,1.9
1487,Whiscash,whiscash,,3,water,ground,110,78,73,76,71,60,0.9,23.6
1488,Corphish,corphish,,3,water,,43,80,65,50,35,35,0.6,11.5
1489,Crawdaunt,crawdaunt,,3,water,dark,63,120,85,90,55,55,1.1,32.8
1490,Baltoy,baltoy,,3,ground,psychic,40,40,55,40,70,55,0.5,21.5
1491,Claydol,claydol,,3,ground,psychic,60,70,105,70,120,75,1.5,108
1492,Lileep,lileep,,3,rock,grass,66,41,77,61,87,23,1,23.8
1493,Cradily,cradily,,3,rock,grass,86,81,97,81,107,43,1.5,60.4
1494,Anorith,anorith,,3,rock,bug,45,95,50,40,50,75,0.7,12.5
1495,Armaldo,armaldo,,3,rock,bug,75,125,100,70,80,45,1.5,68.2
1496,Feebas,feebas,,3,water,,20,15,20,10,55,80,0.6,7.4
1497,Milotic,milotic,,3,water,,95,60,79,100,125,81,6.2,162
1498,Castform,castform,,3,normal,,70,70,70,70,70,70,0.3,0.8
1499,Castform,castform,Sunny,3,fire,,70,70,70,70,70,70,0.3,0.8
1500,Castform,castform,Rainy,3,water,,70,70,70,70,70,70,0.3,0.8
1501,Castform,castform,Snowy,3,ice,,70,70,70,70,70,70,0.3,0.8
1502,Kecleon,kecleon,,3,normal,,60,90,70,60,120,40,1,22
1503,Shuppet,shuppet,,3,ghost,,44,75,35,63,33,45,0.6,2.3
1504,Banette,banette,,3,ghost,,64,115,65,83,63,65,1.1,12.5
1505,Banette,banette,Mega,3,ghost,,64,165,75,93,83,75,1.2,13
1506,Duskull,duskull,,3,ghost,,20,40,90,30,90,25,0.8,15
1507,Dusclops,dusclops,,3,ghost,,40,70,130,60,130,25,1.6,30.6
1508,Tropius,tropius,,3,grass,flying,99,68,83,72,87,51,2,100
1509,Chimecho,chimecho,,3,psychic,,65,50,70,95,80,65,0.6,1
1510,Absol,absol,,3,dark,,65,130,60,75,60,75,1.2,47
1511,Absol,absol,Mega,3,dark,,65,150,60,115,60,115,1.2,49
1512,Wynaut,wynaut,,3,psychic,,95,23,48,23,48,23,0.6,14
1513,Snorunt,snorunt,,3,ice,,50,50,50,50,50,50,0.7,16.8
1514,Glalie,glalie,,3,ice,,80,80,80,80,80,80,1.5,256.5
1515,Glalie,glalie,Mega,3,ice,,80,120,80,120,80,100,2.1,350.2
1516,Spheal,spheal,,3,ice,water,70,40,50,55,50,25,0.8,39.5
1517,Sealeo,sealeo,,3,ice,water,90,60,70,75,70,45,1.1,87.6
1518,Walrein,walrein,,3,ice,water,110,80,90,95,90,65,1.4,150.6
1519,Clamperl,clamperl,,3,water,,35,64,85,74,55,32,0.4,52.5
1520,Huntail,huntail,,3,water,,55,104,105,94,75,52,1.7,27
1521,Gorebyss,gorebyss,,3,water,,55,84,105,114,75,52,1.8,22.6
1522,Relicanth,relicanth,,3,water,rock,100,90,130,45,65,55,1,23.4
1523,Luvdisc,luvdisc,,3,water,,43,30,55,40,65,97,0.6,8.7
1524,Bagon,bagon,,3,dragon,,45,75,60,40,30,50,0.6,42.1
1525,Shelgon,shelgon,,3,dragon,,65,95,100,60,50,50,1.1,110.5
1526,Salamence,salamence,,3,dragon,flying,95,135,80,110,80,100,1.5,102.6
1527,Salamence,salamence,Mega,3,dragon,flying,95,145,130,120,90,120,1.8,112.6
1528,Beldum,beldum,,3,steel,psychic,40,55,80,35,60,30,0.6,95.2
1529,Metang,metang,,3,steel,psychic,60,75,100,55,80,50,1.2,202.5
1530,Metagross,metagross,,3,steel,psychic,80,135,130,95,90,70,1.6,550
1531,Metagross,metagross,Mega,3,steel,psychic,80,145,150,105,110,110,2.5,942.9
1532,Regirock,regirock,,3,rock,,80,100,200,50,100,50,1.7,230
1533,Regice,regice,,3,ice,,80,50,100,100,200,50,1.8,175
1534,Registeel,registeel,,3,steel,,80,75,150,75,150,50,1.9,205
1535,Latias,latias,,3,dragon,psychic,80,80,90,110,130,110,1.4,40
1536,Latias,latias,Mega,3,dragon,psychic,80,100,120,140,150,110,1.8,52
1537,Latios,latios,,3,dragon,psychic,80,90,80,130,110,110,2,60
1538,Latios,latios,Mega,3,dragon,psychic,80,130,100,160,120,110,2.3,70
1539,Kyogre,kyogre,,3,water,,100,100,90,150,140,90,4.5,352
1540,Kyogre,kyogre,Primal,3,water,,100,150,90,180,160,90,9.8,430
1541,Groudon,groudon,,3,ground,,100,150,140,100,90,90,3.5,950
1542,Groudon,groudon,Primal,3,ground,fire,100,180,160,150,90,90,5,999.7
1543,Rayquaza,rayquaza,,3,dragon,flying,105,150,90,150,90,95,7,206.5
1544,Rayquaza,rayquaza,Mega,3,dragon,flying,105,180,100,180,100,115,10.8,392
1545,Jirachi,jirachi,,3,steel,psychic,100,100,100,100,100,100,0.3,1.1
1546,Deoxys,deoxys,Normal,3,psychic,,50,150,50,150,50,150,1.7,60.8
1547,Deoxys,deoxys,Attack,3,psychic,,50,180,20,180,20,150,1.7,60.8
1548,Deoxys,deoxys,Defense,3,psychic,,50,70,160,70,160,90,1.7,60.8
1549,Deoxys,deoxys,Speed,3,psychic,,50,95,90,95,90,180,1.7,60.8
1550,Turtwig,turtwig,,4,grass,,55,68,64,45,55,31,0.4,10.2
1551,Grotle,grotle,,4,grass,,75,89,85,55,65,36,1.1,97
1552,Torterra,torterra,,4,grass,ground,95,109,105,75,85,56,2.2,310
1553,Chimchar,chimchar,,4,fire,,44,58,44,58,44,61,0.5,6.2
1554,Monferno,monferno,,4,fire,fighting,64,78,52,78,52,81,0.9,22
1555,Infernape,infernape,,4,fire,fighting,76,104,71,104,71,108,1.2,55
1556,Piplup,piplup,,4,water,,53,51,53,61,56,40,0.4,5.2
1557,Prinplup,prinplup,,4,water,,64,66,68,81,76,50,0.8,23
1558,Empoleon,empoleon,,4,water,steel,84,86,88,111,101,60,1.7,84.5
1559,Starly,starly,,4,normal,flying,40,55,30,30,30,60,0.3,2
1560,Staravia,staravia,,4,normal,flying,55,75,50,40,40,80,0.6,15.5
1561,Staraptor,staraptor,,4,normal,flying,85,120,70,50,50,100,1.2,24.9
1562,Bidoof,bidoof,,4,normal,,59,45,40,35,40,31,0.5,20
1563,Bibarel,bibarel,,4,normal,water,79,85,60,55,60,71,1,31.5
1564,Kricketot,kricketot,,4,bug,,37,25,41,25,41,25,0.3,2.2
1565,Kricketune,kricketune,,4,bug,,77,85,51,55,51,65,1,25.5
1566,Shinx,shinx,,4,electric,,45,65,34,40,34,45,0.5,9.5
1567,Luxio,luxio,,4,electric,,60,85,49,60,49,60,0.9,30.5
1568,Luxray,luxray,,4,electric,,80,120,79,95,79,70,1.4,42
1569,Budew,budew,,4,grass,poison,40,30,35,50,70,55,0.2,1.2
1570,Roserade,roserade,,4,grass,poison,60,70,55,125,105,90,0.9,14.5
1571,Cranidos,cranidos,,4,rock,,67,125,40,30,30,58,0.9,31.5
1572,Rampardos,rampardos,,4,rock,,97,165,60,65,50,58,1.6,102.5
